Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
2018_q1,,Kidney Stone Surgery,,Zone 4,QE2,2018,1,28,112,45,130
2018_q3,,Esophagectomy / Esophageal Surgery,,Zone 4,QE2,2018,3,,,47,217
2018_q2,,Vascular Bypass Surgery,,Total,Provincial,2018,2,7,16,27,62
12month_rolling,Urology,Prostate Surgery,"Mason, Ross",,,,,25,137,16,29
12month_rolling,,Osteotomy,,Zone 4,QE2,2018,3,164,206,211,357
12month_rolling,Cardiac Surgery,Pacemaker Insertion,"Stewart, Keir Marshall",,,,,,,15,36
2017_q3,,Hip Replacement,,Total,Provincial,2017,3,92,281,195,631
3month_rolling,,Ear Tubes  (Pediatric),,Zone 3,Northside General,2018,3,22,69,28,52
12month_rolling,,Hernia Repair - Laparoscopic Incisional,,Zone 1,Yarmouth Regional,2018,3,28,96,45,98
12month_rolling,General Surgery,Bowel Resection,"Redwan, Hani",,,,,16,105,18,46
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Kelly, Ryan Patrick",,,,,34,98,43,48
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"McKenney, Roderick",,,,,39,90,38,106
2017_q1,,Male Reproductive System Surgery,,Zone 4,QE2,2017,1,52,178,64,271
2017_q1,,Female Incontinence Surgery,,IWK,IWK,2017,1,211,259,127,302
2016_q3,,Palmar Fascia Excision for Dupuytren's Disease,,Zone 4,QE2,2016,3,91,392,48,199
12month_rolling,Neurosurgery,All,"Weeks, Adrienne",,,,,10,82,24,102
2018_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 1,South Shore Regional,2018,3,,,55,89
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Shih, Warren W",,,,,84,113,127,280
12month_rolling,Urology,Bladder Cancer Surgery,"Palmer, Bruce",,,,,18,175,37,92
12month_rolling,Orthopaedic,Knee Replacement - Partial,"Gross, Michael",,,,,109,182,197,259
2018_q1,,Shoulder Arthroscopy,,Zone 2,Aberdeen Hospital,2018,1,157,729,79,200
2017_q1,,Male Reproductive System Surgery,,IWK,IWK,2017,1,34,72,95,216
2017_q4,,Dental Extractions and Restorations  (Adult),,Total,Provincial,2017,4,30,92,53,207
12month_rolling,Plastic Surgery,Wound Management,"Stein, John D",,,,,26,35,43,52
12month_rolling,,Bowel Resection - Laparoscopic,,Zone 3,St. Marthas Regional,2018,3,14,135,38,152
12month_rolling,Orthopaedic,Hip Replacement,"Howatt, Eric",,,,,104,180,456,635
2017_q2,,Cataract Surgery,,Zone 2,Cumberland Regional,2017,2,23,63,32,118
12month_rolling,General Surgery,Bowel Resection - Open,"Porter, Geoffrey A",,,,,13,15,19,34
12month_rolling,Otolaryngology (ENT),Functional Endoscopic Sinus Surgery (FESS),"Clifton, Neil",,,,,52,139,102,151
12month_rolling,Ophthalmology,Cataract Surgery,"O'Brien, Daniel Michael",,,,,12,276,142,393
2018_q3,,Hand / Upper Extremity,,Total,Provincial,2018,3,118,445,83,219
12month_rolling,Dental,Dental Extractions and Restorations  (Pediatric),"Briand, Beth",,,,,29,90,32,81
2018_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2018,2,29,127,89,141
2018_q2,,Internal Defib Insertion / Loop Recorder,,Total,Provincial,2018,2,,,36,96
2018_q3,,Bariatric Surgery (for Weight Loss),,Total,Provincial,2018,3,982,3187,45,76
12month_rolling,General Surgery,Carpal Tunnel Surgery,"Alawashez, Abdulrahim S",,,,,27,63,50,123
2018_q1,,Kidney Stone Surgery,,Zone 2,Colchester East Hants Health Centre,2018,1,17,42,45,76
2016_q4,,Palmar Fascia Excision for Dupuytren's Disease,,Zone 4,QE2,2016,4,101,157,33,168
2017_q2,,Pelvic Floor Repair,,IWK,IWK,2017,2,189,267,82,216
2017_q3,,Maxillofacial Deformity Surgery,,Zone 4,QE2,2017,3,113,239,127,512
2018_q2,,Hernia Repair - Incisional,,Zone 4,QE2,2018,2,192,266,163,593
2017_q2,,Hip Replacement,,Zone 2,Aberdeen Hospital,2017,2,126,627,181,410
12month_rolling,Ophthalmology,All,"Shuba, Lesya",,,,,115,1558,86,198
2018_q1,,Nerve Surgery,,Zone 4,QE2,2018,1,60,228,26,254
12month_rolling,,Hernia Repair - Laparoscopic Incisional,,Zone 1,South Shore Regional,2018,3,38,123,23,54
12month_rolling,Orthopaedic,Shoulder Arthroplasty,"Trenholm, J Andrew I",,,,,86,134,263,385
12month_rolling,General Surgery,Bowel Resection - Open,"Johnson, Paul M",,,,,54,105,33,97
2017_q1,,Dental Extractions and Restorations  (Adult),,Zone 1,Valley Regional,2017,1,38,57,82,97
12month_rolling,Neurosurgery,Carpal Tunnel Surgery,"Alant, Jacob D",,,,,216,504,29,59
3month_rolling,,Carotid Endarterectomy,,Zone 4,QE2,2018,3,14,27,18,37
2017_q1,,Tonsillectomy and/or Adenoidectomy  (Adult),,Total,Provincial,2017,1,48,216,108,309
12month_rolling,,Ankle - Arthroplasty,,Total,Provincial,2018,3,112,710,297,421
2018_q1,,Knee Replacement - Partial,,Total,Provincial,2018,1,143,400,178,437
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Total,Provincial,2018,3,45,160,57,182
2018_q2,,Nerve Surgery,,Zone 4,QE2,2018,2,78,174,59,103
12month_rolling,Orthopaedic,Tendon / Ligament Repair,"Morash, Joel",,,,,143,206,143,381
2017_q2,,Gastrointestinal Tract Surgery - Laparoscopic,,Total,Provincial,2017,2,18,67,26,76
2017_q1,,Functional Endoscopic Sinus Surgery (FESS),,Total,Provincial,2017,1,55,170,91,264
2017_q3,,Gallbladder Surgery,,Zone 4,Dartmouth General,2017,3,63,394,83,223
2018_q2,,Bariatric Surgery (for Weight Loss),,Zone 4,QE2,2018,2,469,3282,36,71
12month_rolling,Ophthalmology,All,"Dickinson, John D",,,,,48,106,45,183
12month_rolling,Orthopaedic,Knee Scope,"Dodd, Faith",,,,,63,108,31,68
2018_q2,,Cataract Surgery,,Zone 2,Cumberland Regional,2018,2,16,53,41,125
2018_q2,,Knee Scope with ACL Repair,,Zone 4,QE2,2018,2,71,153,177,323
12month_rolling,Plastic Surgery,Palmar Fascia Excision for Dupuytren's Disease,"Dickson, Lisa Marie",,,,,52,92,39,76
12month_rolling,General Surgery,Pilonidal Cyst Surgery,"Wasilewski, Leszek J",,,,,159,359,143,157
12month_rolling,Orthopaedic,Tendon / Ligament Repair,"Gauthier, Luke Edward",,,,,53,53,93,205
2018_q3,,Orthopaedic Trauma,,IWK,IWK,2018,3,,,4,132
2018_q2,,Gallbladder Surgery,,Zone 3,Northside General,2018,2,31,102,29,93
2018_q2,,Male Reproductive System Surgery,,Zone 2,Colchester East Hants Health Centre,2018,2,37,86,81,209
2017_q3,,Manipulation of Extremity,,Total,Provincial,2017,3,32,113,35,64
2017_q2,,Functional Endoscopic Sinus Surgery (FESS),,Zone 4,QE2,2017,2,51,184,160,272
3month_rolling,,Hernia Repair  (Adult),,Zone 4,Hants Community Hospital,2018,3,125,416,95,476
12month_rolling,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Valley Regional,2018,3,101,225,33,87
2018_q2,,Gastrointestinal Tract Surgery,,Zone 1,Valley Regional,2018,2,32,128,30,48
2018_q3,,Bowel Resection - Open,,Zone 4,QE2,2018,3,11,69,24,60
2017_q4,,Hysteroscopy,,Total,Provincial,2017,4,39,146,45,122
2018_q1,,Cystoscopy,,Zone 2,Colchester East Hants Health Centre,2018,1,15,31,53,94
12month_rolling,General Surgery,Hernia Repair  (Adult),"Wasserman, Lukas",,,,,14,47,151,287
2017_q1,,Male Reproductive System Surgery,,Zone 3,Cape Breton Regional,2017,1,131,296,37,130
12month_rolling,Orthopaedic,Knee Replacement,"El-Tahan, Tahmir H.",,,,,270,617,158,250
2017_q2,,Hysterectomy  (Cancer Not Suspected),,Total,Provincial,2017,2,50,203,67,175
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Inguinal Femoral,"Sharma, Chakshu",,,,,35,56,60,60
12month_rolling,Ophthalmology,All,"Lewis, Darrell",,,,,8,19,10,14
3month_rolling,,Knee Replacement,,Zone 4,Dartmouth General,2018,3,136,471,93,366
12month_rolling,Obstetrics/Gynaecology,All,"Osasere, Michael",,,,,23,54,28,97
2018_q2,,Colorectal Cancer Surgery,,Zone 4,QE2,2018,2,23,105,25,50
3month_rolling,,Knee Scope,,Zone 1,South Shore Regional,2018,3,64,318,106,372
12month_rolling,Neurosurgery,Back Surgery  (Adult),"Barry, Sean",,,,,61,201,66,151
2017_q1,,Hip Replacement,,Zone 4,QE2,2017,1,71,295,169,925
2017_q2,,Carpal Tunnel Surgery,,Zone 2,Aberdeen Hospital,2017,2,,,71,130
12month_rolling,Thoracic Surgery,Gastric Surgery - Laparoscopic,"Mujoomdar, Aneil Arvind",,,,,35,63,120,391
2018_q2,,Gastrointestinal Tract Surgery,,Zone 4,Dartmouth General,2018,2,41,144,62,210
12month_rolling,,Nissen Fundoplication - Laparoscopic,,Zone 3,St. Marthas Regional,2018,3,120,245,158,249
12month_rolling,,Laryngology and Vocal Cord Surgery,,Total,Provincial,2018,3,43,142,33,368
2016_q4,,Varicose Veins,,Total,Provincial,2016,4,277,327,,
3month_rolling,,Shoulder Arthroscopy,,Zone 2,Aberdeen Hospital,2018,3,69,170,58,135
2018_q2,,Bowel Resection - Open,,Total,Provincial,2018,2,20,89,27,69
12month_rolling,Cardiac Surgery,All,"Wood, Jeremy R",,,,,27,59,22,84
3month_rolling,,Cataract Surgery,,Zone 1,Yarmouth Regional,2018,3,133,232,35,171
12month_rolling,Orthopaedic,Hip Replacement Revision,"Richardson, Christopher Glen",,,,,11,43,40,127
12month_rolling,Otolaryngology (ENT),Gastrointestinal Tract Surgery,"Taylor, S. Mark",,,,,81,99,188,247
12month_rolling,,Salivary Gland Surgery,,Zone 2,Cumberland Regional,2018,3,37,56,29,41
12month_rolling,Urology,Male Reproductive System Surgery,"Rent, Kenneth",,,,,87,408,39,175
12month_rolling,Urology,Male Circumcision  (Adult),"Massaro, Peter",,,,,42,64,85,145
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Archibald, Alison",,,,,7,10,48,374
12month_rolling,Otolaryngology (ENT),Septoplasty,"Dempsey, Ian M",,,,,73,377,82,164
2017_q1,,Colorectal Cancer Surgery,,Zone 1,Yarmouth Regional,2017,1,19,56,,
12month_rolling,Otolaryngology (ENT),Surgery for Hearing or Balance Problems of the Ear,"Clifton, Neil",,,,,36,108,76,155
12month_rolling,,Hernia Repair - Umbilical,,Zone 1,South Shore Regional,2018,3,43,199,21,52
12month_rolling,Urology,Prostate Surgery,"Cox, Ashley",,,,,213,1506,61,132
2017_q4,,Hernia Repair  (Pediatric),,IWK,IWK,2017,4,27,36,65,108
12month_rolling,Orthopaedic,Knee Scope with ACL Repair,"Gillis, Megan",,,,,28,61,91,133
2018_q3,,Male Circumcision  (Adult),,Total,Provincial,2018,3,64,133,74,203
2018_q3,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,IWK,IWK,2018,3,159,176,125,197
12month_rolling,Orthopaedic,Ankle - Arthrodesis,"Morash, Joel",,,,,91,565,105,203
12month_rolling,,Oculo Plastic Surgery,,Total,Provincial,2018,3,46,544,54,173
2018_q3,,Aneurysm Repair,,Zone 1,Valley Regional,2018,3,,,55,106
12month_rolling,,Hysteroscopy,,Zone 3,Northside General,2018,3,22,78,21,124
12month_rolling,Urology,Male Circumcision  (Adult),"Anderson, Peter A",,,,,26,127,108,164
12month_rolling,Plastic Surgery,Nerve Surgery,"Brennan, Michael",,,,,39,51,21,79
12month_rolling,,Orthopaedic Trauma,,Zone 3,Cape Breton Regional,2018,3,29,54,18,55
12month_rolling,Obstetrics/Gynaecology,Tubal Ligation,"Okuboyejo, Fazil",,,,,69,168,35,67
3month_rolling,,Bowel Resection,,Zone 1,Yarmouth Regional,2018,3,20,55,,
2018_q1,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 4,QE2,2018,1,20,112,52,298
2017_q1,,Gastrointestinal Tract Surgery,,Zone 4,QE2,2017,1,38,98,56,257
2017_q3,,Hemorrhoidectomy,,Total,Provincial,2017,3,78,229,75,244
2018_q2,,Shoulder Arthroscopy,,Zone 4,QE2,2018,2,70,200,196,446
12month_rolling,,Tendon / Ligament Repair,,Zone 2,Aberdeen Hospital,2018,3,,,218,507
12month_rolling,General Surgery,Gallbladder Surgery,"Murphy, Christopher",,,,,11,54,20,79
12month_rolling,Ophthalmology,Cataract Surgery,"de Saint Sardos, Alexandre Guy William",,,,,86,131,94,180
2018_q1,,Hernia Repair  (Adult),,Zone 4,Dartmouth General,2018,1,83,350,137,307
2017_q1,,Bowel Resection - Laparoscopic,,Zone 4,QE2,2017,1,49,163,43,265
12month_rolling,,Thoroscopy / Pleuroscopy,,Total,Provincial,2018,3,21,88,32,94
12month_rolling,Ophthalmology,Cataract Surgery,"Cheevers, Paul",,,,,75,193,119,183
2018_q1,,Tendon / Ligament Repair,,Zone 3,New Waterford,2018,1,66,149,48,77
2016_q3,,Shoulder Arthroplasty,,Zone 1,Valley Regional,2016,3,,,263,515
2018_q3,,Shoulder Arthroplasty,,Zone 4,QE2,2018,3,100,229,127,419
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Butler, Clay K",,,,,16,191,19,27
12month_rolling,General Surgery,All,"Kenyon, Chris",,,,,49,77,100,413
2018_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 4,QE2,2018,3,69,483,119,269
2017_q1,,Hernia Repair - Incisional,,Zone 4,Dartmouth General,2017,1,,,210,254
2016_q4,,Hernia Repair - Inguinal/Femoral,,Zone 3,Northside General,2016,4,,,86,142
12month_rolling,,Tendon / Ligament Repair,,Zone 3,Cape Breton Regional,2018,3,33,61,19,36
2018_q3,,Functional Endoscopic Sinus Surgery (FESS),,Zone 4,QE2,2018,3,40,227,110,286
12month_rolling,General Surgery,Bowel Resection,"Stoddart, Todd",,,,,15,117,11,22
12month_rolling,Otolaryngology (ENT),Laryngology and Vocal Cord Surgery,"Curry, Philip L",,,,,133,257,58,68
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Zone 4,Hants Community Hospital,2018,3,110,166,76,132
2018_q3,,Ear Tubes  (Pediatric),,IWK,IWK,2018,3,44,170,50,98
12month_rolling,Plastic Surgery,Hand / Upper Extremity,"Bezuhly, Michael",,,,,82,129,124,158
12month_rolling,Dental,Dental Extractions and Restorations  (Pediatric),"MacIntosh, Alan B",,,,,23,190,89,192
2016_q4,,Male Circumcision  (Adult),,Total,Provincial,2016,4,28,128,46,189
12month_rolling,Otolaryngology (ENT),All,"Chokshi, Rashmikant G",,,,,12,35,35,119
2017_q4,,Sinus Surgery,,Total,Provincial,2017,4,52,210,120,312
2018_q1,,Foot - Bunionectomy,,Zone 4,QE2,2018,1,142,198,185,269
3month_rolling,,Breast Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2018,3,13,34,18,34
12month_rolling,,Angioplasty,,Zone 4,QE2,2018,3,25,60,36,211
12month_rolling,Orthopaedic,Hip Replacement,"El-Tahan, Tahmir H.",,,,,191,523,102,172
2018_q2,,Endometrial Ablation,,Zone 1,South Shore Regional,2018,2,,,36,39
2016_q3,,Lung Surgery,,Total,Provincial,2016,3,29,53,46,90
2017_q3,,Hand / Upper Extremity,,Total,Provincial,2017,3,53,306,77,210
2017_q1,,Knee Replacement,,Zone 1,Valley Regional,2017,1,97,402,374,691
2017_q4,,Brain Surgery  (Adult),,Zone 4,QE2,2017,4,35,320,32,137
12month_rolling,,Cornea and External Disease,,Total,Provincial,2018,3,57,152,32,120
2018_q2,,Ear Tubes  (Adult),,Total,Provincial,2018,2,60,324,40,134
3month_rolling,,Hernia Repair  (Adult),,Zone 1,Yarmouth Regional,2018,3,35,66,32,81
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"Curry, Philip L",,,,,49,150,17,28
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Cohen, Elissa",,,,,46,105,44,73
2018_q2,,Male Reproductive System Surgery,,Zone 1,Valley Regional,2018,2,,,219,506
2017_q3,,Foot - Arthrodesis,,Total,Provincial,2017,3,94,213,135,351
12month_rolling,Plastic Surgery,Carpal Tunnel Surgery,"Dickson, Lisa Marie",,,,,41,54,47,104
2018_q3,,Thyroid or Parathyroid Surgery,,Total,Provincial,2018,3,46,103,54,183
12month_rolling,Orthopaedic,Tendon / Ligament Repair,"Hewins, Edward",,,,,85,404,107,675
12month_rolling,Urology,Prostate Surgery,"Grantmyre, John E",,,,,54,314,30,132
2017_q3,,Shoulder Arthroscopy,,Zone 3,Cape Breton Regional,2017,3,70,99,73,146
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"McKenney, Roderick",,,,,47,130,79,190
2016_q3,,Tendon / Ligament Repair,,Zone 4,Dartmouth General,2016,3,,,51,208
2017_q1,,Gallbladder Surgery,,Zone 4,QE2,2017,1,45,146,60,148
12month_rolling,Urology,Female Incontinence Surgery,"Gajewski, Jerzy B",,,,,103,134,99,104
12month_rolling,,Kidney / Upper Urinary Tract,,Zone 1,Valley Regional,2018,3,,,56,209
12month_rolling,,Patella Surgery,,IWK,IWK,2018,3,,,57,203
12month_rolling,General Surgery,Breast Cancer Surgery,"O'Sullivan, Colleen M",,,,,7,26,19,40
2018_q3,,AV Fistula Creation/Closure,,Zone 3,Northside General,2018,3,,,17,46
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"Corsten, P Gerard",,,,,118,163,103,176
2017_q1,,Cataract Surgery,,Zone 3,St. Marthas Regional,2017,1,87,493,99,169
12month_rolling,Orthopaedic,Hip Replacement Revision,"Orrell, Kevin G",,,,,80,98,47,65
2018_q2,,Temperomandibular Joint Surgery (TMJ),,Total,Provincial,2018,2,116,217,122,382
12month_rolling,Urology,Kidney Stone Surgery,"Bell, David G",,,,,44,63,20,38
2017_q2,,Ear Tubes  (Adult),,Total,Provincial,2017,2,47,239,48,107
3month_rolling,,Dental Extractions and Restorations  (Adult),,Zone 1,Valley Regional,2018,3,,,69,186
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Tynski, Gregory",,,,,371,445,127,209
2017_q1,,Thyroid or Parathyroid Surgery,,Zone 2,Cumberland Regional,2017,1,54,120,55,78
12month_rolling,,Peritoneal Lavage or Catherization,,Zone 4,QE2,2018,3,19,36,17,28
12month_rolling,General Surgery,All,"Archibald, Alison",,,,,30,144,15,71
12month_rolling,General Surgery,All,"Pillai, Neelakantan G.",,,,,46,106,26,97
3month_rolling,,Breast Reconstruction,,Total,Provincial,2018,3,29,88,93,437
2018_q1,,Shoulder Surgery,,Total,Provincial,2018,1,64,263,167,356
2018_q3,,Cataract Surgery,,Zone 1,Soldiers Memorial,2018,3,139,175,193,342
12month_rolling,Orthopaedic,Knee Replacement Revision,"O'Brien, David A",,,,,273,273,55,65
2017_q2,,Shoulder Arthroscopy,,Zone 4,Dartmouth General,2017,2,79,128,122,306
2018_q3,,Bowel Resection - Laparoscopic,,Total,Provincial,2018,3,21,91,32,153
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Adult),"LeBlanc, Robin B",,,,,287,301,73,339
2017_q4,,Carpal Tunnel Surgery,,Zone 3,New Waterford,2017,4,39,273,16,133
12month_rolling,Obstetrics/Gynaecology,All,"Coolen, Anna",,,,,78,499,58,132
2018_q2,,Cystoscopy,,Zone 4,QE2,2018,2,37,367,38,183
2016_q4,,Ear Tubes  (Pediatric),,Zone 3,St. Marthas Regional,2016,4,23,69,62,96
2018_q2,,Hernia Repair - Incisional,,Zone 2,Colchester East Hants Health Centre,2018,2,41,91,116,142
2017_q2,,Shoulder Arthroscopy,,Zone 1,South Shore Regional,2017,2,48,152,127,357
2018_q3,,Orthopaedic Trauma,,Zone 4,QE2,2018,3,32,56,25,167
2017_q1,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Marthas Regional,2017,1,45,63,59,152
2017_q2,,Hip Replacement,,Zone 1,Valley Regional,2017,2,102,358,344,713
12month_rolling,General Surgery,Bowel Resection,"Lamey, Alicia",,,,,16,28,22,57
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Dzierzanowski, Martin",,,,,14,19,18,29
3month_rolling,,Hip Replacement Revision,,Zone 3,Cape Breton Regional,2018,3,78,87,,
2017_q2,,Back Surgery  (Adult),,Zone 4,QE2,2017,2,130,372,66,148
12month_rolling,,Hand / Upper Extremity,,Zone 3,New Waterford,2018,3,,,71,134
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"Johnson, Liane",,,,,43,162,31,66
2018_q2,,Bladder Surgery,,Zone 4,QE2,2018,2,46,118,30,56
12month_rolling,Dental,All,"Briand, Beth",,,,,29,90,32,81
2017_q2,,Bowel Resection - Open,,Zone 1,Valley Regional,2017,2,,,24,182
2018_q2,,Dental Extractions and Restorations  (Pediatric),,Zone 3,St. Marthas Regional,2018,2,,,138,189
12month_rolling,Orthopaedic,Shoulder Arthroscopy,"Wong, Ivan",,,,,75,482,237,723
12month_rolling,Orthopaedic,Hip Replacement,"O'Neill, Brendan",,,,,49,146,74,177
2017_q3,,Hernia Repair  (Adult),,Zone 3,St. Marthas Regional,2017,3,12,54,54,222
3month_rolling,,Ear Tubes  (Pediatric),,Zone 1,Yarmouth Regional,2018,3,,,35,81
12month_rolling,,Cystoscopy,,IWK,IWK,2018,3,84,266,43,173
2017_q1,,Knee Replacement,,Zone 3,Cape Breton Regional,2017,1,93,129,101,265
2016_q3,,Vascular Bypass Surgery,,Total,Provincial,2016,3,27,114,44,86
3month_rolling,,Thyroid or Parathyroid Surgery,,Zone 4,QE2,2018,3,21,65,63,261
12month_rolling,Ophthalmology,Cataract Surgery,"Hammel,  Kenneth",,,,,117,161,167,209
2018_q2,,Bowel Resection - Open,,Zone 4,Dartmouth General,2018,2,23,57,55,321
12month_rolling,General Surgery,Liver Surgery,"Livingstone, Scott",,,,,16,34,30,98
12month_rolling,,Tear Duct Surgery,,Total,Provincial,2018,3,121,506,83,452
3month_rolling,,Knee Scope with ACL Repair,,Zone 4,Hants Community Hospital,2018,3,7,48,46,97
12month_rolling,Orthopaedic,All,"Wong, Ivan",,,,,154,1050,225,928
2017_q4,,Cataract Surgery,,Zone 1,South Shore Regional,2017,4,82,138,120,188
12month_rolling,General Surgery,Melanoma Excision,"Giacomantonio, Carman Anthony",,,,,34,41,57,92
12month_rolling,,Lymph Node Biopsy,,IWK,IWK,2018,3,,,9,15
3month_rolling,,Back Surgery  (Adult),,Zone 4,QE2,2018,3,94,196,73,185
2018_q1,,Varicose Veins,,Zone 4,QE2,2018,1,163,324,,
2016_q4,,Kidney Stone Surgery,,Zone 4,QE2,2016,4,26,118,59,199
12month_rolling,Thoracic Surgery,Nissen Fundoplication - Laparoscopic,"Mujoomdar, Aneil Arvind",,,,,35,63,120,391
2018_q3,,Hernia Repair - Inguinal/Femoral,,IWK,IWK,2018,3,26,64,65,93
3month_rolling,,Shoulder Arthroscopy,,Zone 4,QE2,2018,3,75,218,245,472
12month_rolling,,Gastric Surgery,,Zone 3,Cape Breton Regional,2018,3,,,6,21
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Romao, Rodrigo Luiz",,,,,16,49,51,84
2018_q2,,Carpal Tunnel Surgery,,Total,Provincial,2018,2,43,198,64,270
2018_q3,,Dental Extractions and Restorations  (Adult),,Zone 4,Dartmouth General,2018,3,4,12,55,279
12month_rolling,Oral Maxillofacial,All,"Davis, Benjamin",,,,,122,191,131,265
12month_rolling,,Thymectomy,,Zone 4,QE2,2018,3,28,34,41,77
12month_rolling,Cardiac Surgery,,,,,2018,3,,,16,70
12month_rolling,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 4,QE2,2018,3,165,199,103,360
3month_rolling,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Suspected or Proven),,Total,Provincial,2018,3,,,40,63
12month_rolling,,Surgery for Hearing or Balance Problems of the Ear,,Total,Provincial,2018,3,49,317,44,146
12month_rolling,General Surgery,Bowel Resection - Open,"Dzierzanowski, Martin",,,,,14,19,18,29
12month_rolling,Obstetrics/Gynaecology,All,"Shettar, Channabasav",,,,,14,71,23,125
2017_q2,,Tendon / Ligament Repair,,Zone 4,Dartmouth General,2017,2,,,47,48
12month_rolling,Dental,All,"Munro, Monica",,,,,51,170,88,169
2018_q1,,Glaucoma (Eye Pressure Lowering Surgery),,Total,Provincial,2018,1,39,307,13,46
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"Chokshi, Rashmikant G",,,,,11,32,36,96
2018_q2,,Maxillofacial Deformity Surgery,,Zone 4,QE2,2018,2,93,170,129,361
2018_q2,,Male Reproductive System Surgery,,Zone 2,Cumberland Regional,2018,2,46,56,76,125
12month_rolling,Ophthalmology,All,"Albahiti, Mohamed Tawfik Akif",,,,,16,230,109,184
2018_q3,,Cataract Surgery,,Zone 1,South Shore Regional,2018,3,77,128,68,148
12month_rolling,General Surgery,All,"Wasilewski, Leszek J",,,,,180,413,95,146
2018_q2,,Ear Tubes  (Pediatric),,Zone 3,Cape Breton Regional,2018,2,36,111,23,35
12month_rolling,,Hernia Repair - Inguinal/Femoral,,IWK,IWK,2018,3,25,48,58,121
2018_q1,,Knee Replacement,,Zone 3,Cape Breton Regional,2018,1,96,200,99,272
12month_rolling,General Surgery,All,"Joy, Edward",,,,,23,92,30,78
2018_q2,,Ear Tubes  (Pediatric),,IWK,IWK,2018,2,41,143,58,101
12month_rolling,Oral Maxillofacial,All,"Bourget, Louis",,,,,29,70,66,135
2018_q3,,Hip Replacement,,Zone 3,Cape Breton Regional,2018,3,86,196,109,311
2018_q1,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Yarmouth Regional,2018,1,80,757,31,37
12month_rolling,Dental,Dental Extractions and Restorations  (Adult),"Brown, Charlotte",,,,,,,45,207
2018_q2,,Hernia Repair - Inguinal/Femoral,,Zone 2,Cumberland Regional,2018,2,28,58,99,108
12month_rolling,Orthopaedic,Shoulder Arthroscopy,"Urquhart, Nathan Alexander",,,,,52,319,76,239
2018_q2,,Male Reproductive System Surgery,,Zone 4,Dartmouth General,2018,2,23,161,113,183
2017_q4,,Knee Scope,,Zone 1,South Shore Regional,2017,4,28,229,83,248
2016_q3,,Shoulder Arthroplasty,,Total,Provincial,2016,3,74,374,195,502
2018_q2,,Knee Replacement Revision,,Zone 4,QE2,2018,2,,,110,706
2017_q1,,Hysteroscopy,,Zone 4,Dartmouth General,2017,1,55,87,54,82
2018_q3,,Prostate Surgery,,Zone 2,Colchester East Hants Health Centre,2018,3,29,76,111,155
2017_q4,,Pelvic Floor Repair,,Zone 1,Valley Regional,2017,4,214,327,106,190
2017_q4,,Hernia Repair - Inguinal/Femoral,,Zone 4,Dartmouth General,2017,4,71,284,134,353
2018_q3,,Female Incontinence Surgery,,Zone 2,Colchester East Hants Health Centre,2018,3,69,83,122,204
2017_q1,,Breast Reduction Surgery,,Total,Provincial,2017,1,113,453,168,419
12month_rolling,Neurosurgery,Cervical Spine (Neck) Surgery,"Barry, Sean",,,,,50,138,98,197
3month_rolling,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,St. Marthas Regional,2018,3,,,93,131
12month_rolling,,Foot - Arthrodesis,,Zone 4,Hants Community Hospital,2018,3,169,216,315,438
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Wasilewski, Leszek J",,,,,251,365,67,129
2017_q4,,Hip Replacement Revision,,Total,Provincial,2017,4,125,2071,66,200
