Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Hoogerboord, C Marius",,,,,124,161,140,295
2016_q1,,Cystoscopy,,Zone 3,Cape Breton Regional,2016,1,19,75,22,105
2016_q2,,Kidney Removal,,Zone 4,QE2,2016,2,7,32,40,94
2015_q4,,Hysteroscopy,,IWK,IWK,2015,4,61,172,52,112
2017_q2,,Gastrointestinal Tract Surgery - Laparoscopic,,Total,Provincial,2017,2,17,65,26,76
12month_rolling,Urology,All,"Rendon, Ricardo",,,,,7,14,54,131
12month_rolling,Thoracic Surgery,Hernia Repair  (Adult),"McGory,Rodney W",,,,,104,273,91,276
2015_q4,,Vascular Bypass Surgery,,Zone 1,Valley Regional,2015,4,,,36,88
12month_rolling,General Surgery,Bowel Resection,"Butler, Clay K",,,,,29,53,20,69
2015_q3,,Hip Replacement Revision,,Total,Provincial,2015,3,50,218,67,144
2016_q1,,Temperomandibular Joint Surgery (TMJ),,Zone 4,QE2,2016,1,115,149,84,246
2015_q3,,Carpal Tunnel Surgery,,Total,Provincial,2015,3,54,257,61,166
2017_q1,,Endometrial Ablation,,Zone 3,Cape Breton Regional,2017,1,,,51,72
12month_rolling,,Kidney / Upper Urinary Tract,,Zone 1,Valley Regional,2017,3,,,31,44
2015_q4,,Lung Surgery,,Total,Provincial,2015,4,25,52,46,93
12month_rolling,Orthopaedic,Ankle - Arthroscopy,"Morash, Joel",,,,,83,242,59,168
2015_q4,,Hand / Upper Extremity,,Total,Provincial,2015,4,76,237,54,258
2016_q4,,Gallbladder Surgery,,Zone 3,Glace Bay,2016,4,,,14,33
12month_rolling,Orthopaedic,Foot - Bunionectomy,"Morash, Joel",,,,,153,396,44,218
12month_rolling,General Surgery,All,"Stoddart, Todd",,,,,34,163,24,59
2017_q1,,Carotid Endarterectomy,,Total,Provincial,2017,1,,,17,50
2016_q4,,Dental Extractions and Restorations  (Pediatric),,Zone 1,South Shore Regional,2016,4,32,74,51,207
12month_rolling,General Surgery,Bowel Resection,"Lefel, Oleg",,,,,14,68,13,40
2015_q4,,Cataract Surgery,,Total,Provincial,2015,4,91,208,84,216
2017_q1,,Prostate Cancer Surgery,,Zone 4,QE2,2017,1,26,90,40,97
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Bouzayen, Renda",,,,,54,227,98,155
12month_rolling,Dental,Dental Extractions and Restorations  (Pediatric),"Macdonald, Stuart A",,,,,4,4,170,355
12month_rolling,Urology,Bladder Cancer Surgery,"Miller, M Dale",,,,,7,25,25,58
12month_rolling,,Hand / Upper Extremity,,Zone 1,South Shore Regional,2017,3,92,391,71,215
12month_rolling,General Surgery,Hernia Repair - Incisional,"Johnson, Kevin",,,,,36,85,41,84
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Shih, Warren W",,,,,111,139,69,125
3month_rolling,Ophthalmology,,,,,2017,3,,,85,221
12month_rolling,,Male Reproductive System Surgery,,Zone 3,St. Marthas Regional,2017,3,19,133,103,353
2015_q2,,Gallbladder Surgery,,Zone 3,Northside General,2015,2,122,266,36,180
2017_q1,,Hernia Repair - Incisional,,Zone 1,Valley Regional,2017,1,38,60,85,100
12month_rolling,Orthopaedic,Shoulder Arthroplasty,"Brien, Donald M",,,,,,,186,205
2015_q4,,AV Fistula Creation/Closure,,Zone 3,Northside General,2015,4,,,14,29
12month_rolling,Urology,Prostate Surgery,"Puthenparumpil, Jacob",,,,,21,43,74,108
12month_rolling,Ophthalmology,All,"Comstock, David",,,,,124,188,174,295
2015_q3,,Foot - Bunionectomy,,Total,Provincial,2015,3,90,302,122,361
2016_q1,,Carpal Tunnel Surgery,,Zone 2,Aberdeen Hospital,2016,1,40,46,78,175
2015_q4,,Septoplasty,,Zone 4,Dartmouth General,2015,4,86,320,168,442
2017_q2,,Hemorrhoidectomy,,Zone 4,Dartmouth General,2017,2,316,373,52,155
3month_rolling,,Female Incontinence Surgery,,IWK,IWK,2017,3,,,92,474
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Adult),"Balys, Richard L",,,,,22,127,170,337
2016_q1,,Gallbladder Surgery,,Zone 3,Cape Breton Regional,2016,1,16,52,14,110
2016_q2,,Kidney Removal,,Zone 3,Cape Breton Regional,2016,2,,,39,61
2015_q3,,Hernia Repair - Inguinal/Femoral,,Total,Provincial,2015,3,31,102,50,120
12month_rolling,Orthopaedic,Hip Replacement,"Sequeira, Stanislaus",,,,,130,731,441,759
2016_q2,,Surgery for Hearing or Balance Problems of the Ear,,IWK,IWK,2016,2,42,97,54,96
2016_q1,,Prostate Surgery,,Zone 3,Cape Breton Regional,2016,1,36,75,61,139
2016_q4,,Thyroid or Parathyroid Surgery,,Zone 2,Cumberland Regional,2016,4,32,49,78,109
2015_q3,,Hernia Repair - Umbilical,,Zone 2,Colchester East Hants Health Centre,2015,3,85,153,106,131
2015_q2,,Knee Scope with ACL Repair,,Total,Provincial,2015,2,43,141,85,240
12month_rolling,Obstetrics/Gynaecology,All,"Owen, Stephen Maldwyn",,,,,16,48,52,90
2016_q3,,Lung Cancer Surgery,,Total,Provincial,2016,3,32,53,46,85
2015_q3,,Hernia Repair - Umbilical,,Zone 4,QE2,2015,3,53,189,54,72
2015_q2,,Knee Replacement,,Total,Provincial,2015,2,116,274,285,732
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Total,Provincial,2017,3,35,131,46,141
2015_q4,,Hysterectomy  (Cancer Not Suspected),,Total,Provincial,2015,4,38,161,60,176
2015_q3,,Pancreas Surgery,,Total,Provincial,2015,3,8,22,15,63
2016_q1,,Surgery for Hearing or Balance Problems of the Ear,,Zone 4,Dartmouth General,2016,1,152,190,51,205
12month_rolling,Orthopaedic,Knee Replacement,"Gross, Michael",,,,,84,169,151,198
12month_rolling,,Foot - Arthroplasty,,Zone 4,Dartmouth General,2017,3,185,274,,
2015_q4,,Knee Replacement,,Zone 1,Valley Regional,2015,4,102,217,281,492
2015_q2,,Hernia Repair - Laparoscopic Inguinal Femoral,,Total,Provincial,2015,2,80,176,63,213
12month_rolling,Orthopaedic,Knee Scope,"Richardson, Christopher Glen",,,,,36,78,166,391
2016_q2,,Colorectal Cancer Surgery,,Zone 1,Yarmouth Regional,2016,2,12,20,22,35
2015_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 4,QE2,2015,3,213,848,112,574
12month_rolling,,Hernia Repair - Ventral,,Zone 2,Colchester East Hants Health Centre,2017,3,36,103,60,141
2016_q2,,Bowel Resection,,Zone 1,South Shore Regional,2016,2,16,35,19,50
2016_q4,,Hysteroscopy,,Zone 2,Colchester East Hants Health Centre,2016,4,45,226,35,86
2016_q2,,Dental Extractions and Restorations  (Adult),,Zone 4,Dartmouth General,2016,2,12,45,35,106
12month_rolling,,Gastrointestinal Tract Surgery,,Zone 3,St. Marthas Regional,2017,3,17,28,37,69
2015_q2,,Gallbladder Surgery,,Total,Provincial,2015,2,30,121,43,124
2015_q4,,Hernia Repair - Umbilical,,Zone 2,Aberdeen Hospital,2015,4,47,123,,
3month_rolling,,Nerve Surgery,,Zone 4,QE2,2017,3,91,957,42,253
12month_rolling,Otolaryngology (ENT),Surgery for Hearing or Balance Problems of the Ear,"Johnson, Liane",,,,,50,106,35,79
2015_q4,,Palmar Fascia Excision for Dupuytren's Disease,,Zone 4,QE2,2015,4,92,116,77,244
12month_rolling,,Craniotomy or Craniectomy,,Total,Provincial,2017,3,92,302,35,157
12month_rolling,Orthopaedic,Foot - Osteotomy,"Morash, Joel",,,,,138,354,80,142
3month_rolling,,Bowel Resection,,Zone 3,Cape Breton Regional,2017,3,24,122,22,69
2015_q3,,Carpal Tunnel Surgery,,Zone 3,New Waterford,2015,3,56,128,70,139
12month_rolling,General Surgery,Insertion Vascular Access Catheter,"McGibney, Kieron",,,,,,,5,8
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Clark, F Donald",,,,,15,110,41,72
2015_q2,,Wound Management,,Total,Provincial,2015,2,,,17,111
2016_q1,,Bladder Cancer Surgery,,Zone 1,South Shore Regional,2016,1,6,32,,
2017_q2,,Shoulder Surgery,,Zone 4,QE2,2017,2,63,335,102,273
2016_q3,,Septoplasty,,Zone 1,Valley Regional,2016,3,34,277,85,161
12month_rolling,Neurosurgery,Cervical Spine (Neck) Surgery,"Weeks, Adrienne",,,,,118,141,46,69
12month_rolling,,Bone / Cartilage Graft,,Zone 4,QE2,2017,3,37,115,34,106
2015_q2,,Knee Replacement - Partial,,Total,Provincial,2015,2,92,208,290,451
12month_rolling,General Surgery,Bowel Resection,"Proctor, Irma Joan",,,,,23,57,14,23
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Smith, Philip Michael",,,,,76,144,72,126
12month_rolling,Orthopaedic,Hip Replacement,"Dunbar, Michael J",,,,,98,821,109,368
2016_q1,,Endarterectomy,,Zone 4,QE2,2016,1,28,48,29,95
2015_q2,,Foot - Arthrodesis,,Zone 4,QE2,2015,2,93,260,348,484
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Abdul Kadir, Najeeb Ahmed",,,,,26,65,57,137
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Alawashez, Abdulrahim S",,,,,12,114,32,50
12month_rolling,,Bowel Resection - Laparoscopic,,Zone 3,Cape Breton Regional,2017,3,15,57,21,44
2016_q1,,Liver Surgery,,Zone 4,QE2,2016,1,15,33,37,87
2016_q1,,AV Fistula Creation/Closure,,Zone 4,QE2,2016,1,35,49,42,78
2017_q1,,Cystoscopy,,IWK,IWK,2017,1,,,88,216
2015_q2,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 3,St. Marthas Regional,2015,2,13,28,,
12month_rolling,Otolaryngology (ENT),Sinus Surgery,"Curry, Philip L",,,,,9,224,12,20
2015_q2,,Bowel Resection - Open,,Zone 1,Yarmouth Regional,2015,2,,,26,61
12month_rolling,General Surgery,Insertion Vascular Access Catheter,"Butler, Clay K",,,,,3,3,5,16
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Pink, Philip",,,,,30,123,36,79
2016_q3,,Hernia Repair  (Adult),,Zone 3,Cape Breton Regional,2016,3,74,502,30,151
2015_q4,,Dental Extractions and Restorations  (Pediatric),,Total,Provincial,2015,4,37,319,122,394
12month_rolling,Cardiac Surgery,Cardiovascular Surgery,"Herman, Christine",,,,,36,97,23,113
12month_rolling,Orthopaedic,Ankle - Arthroscopy,"Urquhart, Nathan Alexander",,,,,107,258,158,279
2016_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Marthas Regional,2016,3,,,83,144
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Hoogerboord, C Marius",,,,,29,197,22,139
2015_q3,,Hip Replacement Revision,,Zone 4,QE2,2015,3,,,72,144
2015_q4,,Knee Scope,,Zone 3,Cape Breton Regional,2015,4,26,85,26,91
2015_q2,,Breast Cancer Surgery,,Zone 1,Valley Regional,2015,2,5,12,12,16
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Adult),"Kujath, Magdalena",,,,,97,352,125,162
2016_q1,,Surgery for Hearing or Balance Problems of the Ear,,Total,Provincial,2016,1,57,330,50,192
2015_q2,,Gastrointestinal Tract Surgery,,Zone 1,Yarmouth Regional,2015,2,,,50,107
2016_q4,,Dental Extractions and Restorations  (Pediatric),,Zone 3,St. Marthas Regional,2016,4,23,90,26,72
2017_q1,,Peritoneal Lavage or Catherization,,Zone 4,QE2,2017,1,,,13,34
12month_rolling,Plastic Surgery,Palmar Fascia Excision for Dupuytren's Disease,"Davis, George R",,,,,26,49,71,243
2016_q1,,Kidney / Upper Urinary Tract,,Total,Provincial,2016,1,32,97,62,129
2015_q3,,Pelvic Floor Repair,,IWK,IWK,2015,3,136,227,111,216
12month_rolling,General Surgery,Pancreas Surgery,"Walsh, Mark J",,,,,14,27,16,146
2017_q2,,Bowel Resection - Open,,Zone 3,Cape Breton Regional,2017,2,,,47,72
12month_rolling,Otolaryngology (ENT),Surgery for Hearing or Balance Problems of the Ear,"Clifton, Neil",,,,,48,100,57,120
2015_q4,,Laryngology and Vocal Cord Surgery,,Zone 3,Cape Breton Regional,2015,4,16,30,31,83
12month_rolling,,Hand / Upper Extremity,,Zone 3,St. Marthas Regional,2017,3,,,46,79
12month_rolling,Orthopaedic,Knee Replacement,"Amirault, John D",,,,,203,277,307,442
12month_rolling,Urology,All,"McCarthy, John Paul",,,,,14,1096,37,123
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Archibald, Alison",,,,,18,27,16,24
2015_q3,,ERCP,,Total,Provincial,2015,3,,,5,16
2016_q3,,Lymph Node Biopsy,,Zone 4,QE2,2016,3,11,35,21,59
2015_q3,,Knee Replacement - Partial,,Zone 2,Aberdeen Hospital,2015,3,,,431,474
2016_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 4,QE2,2016,2,196,538,120,451
2015_q2,,Shoulder Arthroscopy,,Zone 2,Aberdeen Hospital,2015,2,103,246,43,153
12month_rolling,Ophthalmology,Cataract Surgery,"Murphy, Jeremy",,,,,62,336,35,190
2016_q3,,Dental Extractions and Restorations  (Pediatric),,IWK,IWK,2016,3,159,462,105,392
2016_q2,,Laryngology and Vocal Cord Surgery,,Zone 4,QE2,2016,2,27,203,45,253
12month_rolling,Orthopaedic,All,"McPherson, John",,,,,63,144,75,251
12month_rolling,Plastic Surgery,Palmar Fascia Excision for Dupuytren's Disease,"Brennan, Michael",,,,,518,534,37,116
2015_q3,,Hysteroscopy,,Zone 4,Dartmouth General,2015,3,30,58,53,82
2015_q4,,Cystoscopy,,Zone 2,Colchester East Hants Health Centre,2015,4,31,51,52,90
2016_q4,,Cystoscopy,,Zone 4,Dartmouth General,2016,4,22,49,39,143
2016_q2,,Hernia Repair  (Adult),,Total,Provincial,2016,2,35,132,61,179
12month_rolling,Urology,Kidney Stone Surgery,"Lantz, Andrea",,,,,31,71,85,311
2015_q2,,Shoulder Arthroscopy,,Zone 4,QE2,2015,2,52,355,153,485
2016_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Yarmouth Regional,2016,2,63,183,36,99
2016_q4,,Cataract Surgery,,Total,Provincial,2016,4,99,216,82,216
12month_rolling,,Tendon / Ligament Repair,,Zone 2,Aberdeen Hospital,2017,3,52,210,112,472
2015_q2,,Back Surgery  (Adult),,Total,Provincial,2015,2,59,225,96,369
2017_q2,,Functional Endoscopic Sinus Surgery (FESS),,Zone 4,QE2,2017,2,57,184,159,253
2016_q3,,Kidney Stone Surgery,,Zone 2,Colchester East Hants Health Centre,2016,3,17,38,41,75
2015_q3,,Knee Scope,,Zone 4,Hants Community Hospital,2015,3,47,106,44,199
12month_rolling,,Tendon / Ligament Repair,,Zone 1,Valley Regional,2017,3,84,245,166,380
2016_q1,,Kidney / Upper Urinary Tract,,Zone 3,Cape Breton Regional,2016,1,,,56,93
2016_q2,,Gastrointestinal Tract Surgery,,Zone 2,Colchester East Hants Health Centre,2016,2,29,78,38,88
2017_q2,,Knee Scope with ACL Repair,,Zone 4,Dartmouth General,2017,2,24,300,38,103
2016_q4,,Septoplasty,,Zone 2,Cumberland Regional,2016,4,20,84,76,209
12month_rolling,General Surgery,Breast Cancer Surgery,"Lapierre, Stephanie",,,,,18,30,16,33
2015_q4,,Coronary Artery Bypass Graft,,Zone 4,QE2,2015,4,,,7,76
2016_q2,,Bowel Resection,,Zone 3,St. Marthas Regional,2016,2,55,139,22,86
2016_q1,,Hip Replacement,,Total,Provincial,2016,1,97,236,164,538
12month_rolling,General Surgery,All,"Hassan, Abdalla",,,,,6,19,17,37
2015_q4,,Hernia Repair  (Pediatric),,IWK,IWK,2015,4,15,49,49,106
12month_rolling,General Surgery,Nissen Fundoplication - Laparoscopic,"Wasserman, Lukas",,,,,15,77,110,184
2016_q3,,Male Circumcision  (Adult),,Zone 2,Colchester East Hants Health Centre,2016,3,33,93,99,224
2015_q4,,Breast Reduction Surgery,,Zone 3,St. Marthas Regional,2015,4,,,228,335
12month_rolling,General Surgery,Bowel Resection - Open,"Murdoch, John L",,,,,23,225,40,107
2015_q2,,Amputations,,Total,Provincial,2015,2,29,185,37,158
2016_q2,,Knee Replacement,,Total,Provincial,2016,2,126,287,263,756
2016_q4,,Gallbladder Surgery,,Zone 1,Valley Regional,2016,4,20,75,44,84
2016_q3,,Pancreas Surgery,,Total,Provincial,2016,3,12,19,14,35
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Coolen, Anna",,,,,219,477,44,97
12month_rolling,Neurosurgery,Brain Surgery  (Adult),"Clarke, David B",,,,,21,169,41,157
2015_q3,,Insertion Vascular Access Catheter,,Total,Provincial,2015,3,6,14,12,63
2016_q2,,Colorectal Cancer Surgery,,Zone 1,Valley Regional,2016,2,35,64,31,48
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Faryniuk, Andrea Marie",,,,,42,75,64,80
2015_q4,,Hysterectomy  (Cancer Suspected or Proven),,Zone 4,QE2,2015,4,8,21,34,48
2016_q1,,Cervical Spine (Neck) Surgery,,Total,Provincial,2016,1,66,308,61,137
3month_rolling,,Gallbladder Surgery,,Zone 1,Yarmouth Regional,2017,3,14,77,29,77
2016_q1,,Hemorrhoidectomy,,Zone 4,QE2,2016,1,62,83,,
2016_q3,,Laryngology and Vocal Cord Surgery,,Zone 3,Cape Breton Regional,2016,3,,,42,103
2016_q1,,Thyroid or Parathyroid Surgery,,Total,Provincial,2016,1,35,148,111,386
2017_q2,,Septoplasty,,Zone 3,St. Marthas Regional,2017,2,87,128,43,117
2016_q4,,Male Reproductive System Surgery,,Total,Provincial,2016,4,36,168,63,232
2015_q4,,Endometrial Ablation,,Zone 1,Valley Regional,2015,4,47,160,55,76
2015_q4,,Vascular Bypass Surgery,,Total,Provincial,2015,4,44,283,20,153
2016_q3,,Hemorrhoidectomy,,Zone 4,QE2,2016,3,97,112,,
12month_rolling,General Surgery,Hernia Repair  (Adult),"O'Sullivan, Colleen M",,,,,36,125,140,191
2017_q2,,Male Reproductive System Surgery,,Zone 4,Dartmouth General,2017,2,51,136,177,321
2017_q1,,Surgery for Hearing or Balance Problems of the Ear,,Zone 4,QE2,2017,1,105,419,189,491
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Alawashez, Abdulrahim S",,,,,11,28,35,78
2015_q2,,Male Circumcision  (Pediatric),,Total,Provincial,2015,2,52,160,87,343
2016_q3,,Tonsillectomy and/or Adenoidectomy  (Adult),,Zone 1,Valley Regional,2016,3,32,43,99,129
2016_q2,,Wound Management,,Total,Provincial,2016,2,,,24,78
3month_rolling,,Dental Extractions and Restorations  (Pediatric),,Zone 1,South Shore Regional,2017,3,58,118,43,88
2016_q3,,Gallbladder Surgery,,Zone 3,Glace Bay,2016,3,,,13,25
2015_q4,,Hysterectomy  (Cancer Not Suspected),,IWK,IWK,2015,4,87,249,89,184
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Clark, F Donald",,,,,16,72,44,63
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Amir, Baharak",,,,,26,30,83,202
12month_rolling,,Tendon / Ligament Repair,,Zone 4,QE2,2017,3,66,337,39,173
2016_q3,,Hip Replacement,,Zone 1,Valley Regional,2016,3,153,349,263,818
2017_q2,,Hernia Repair  (Adult),,Zone 2,Aberdeen Hospital,2017,2,19,83,43,177
2015_q4,,Manipulation of Extremity,,Total,Provincial,2015,4,94,109,38,95
2015_q3,,Colorectal Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2015,3,,,29,58
3month_rolling,,Cardiac Valve Replacement,,Total,Provincial,2017,3,,,21,71
2017_q2,,Cystoscopy,,Zone 1,South Shore Regional,2017,2,65,144,,
2015_q2,,Foot - Bunionectomy,,Total,Provincial,2015,2,131,386,171,456
12month_rolling,Neurosurgery,All,"Walling, Simon",,,,,78,78,28,122
3month_rolling,,Hemorrhoidectomy,,Zone 4,QE2,2017,3,88,168,,
2015_q3,,Septoplasty,,Zone 4,Dartmouth General,2015,3,96,432,105,182
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Cole, Basilon",,,,,17,43,53,92
2016_q3,,Cataract Surgery,,Zone 1,Yarmouth Regional,2016,3,109,207,136,227
3month_rolling,,Hemorrhoidectomy,,Total,Provincial,2017,3,90,302,46,244
2016_q3,,Bone / Cartilage Graft,,Zone 1,South Shore Regional,2016,3,47,63,158,220
3month_rolling,,Hernia Repair - Incisional,,Zone 1,Valley Regional,2017,3,108,165,31,61
2017_q2,,Tubal Ligation,,Zone 4,Dartmouth General,2017,2,,,30,43
12month_rolling,General Surgery,Carpal Tunnel Surgery,"Abdul Kadir, Najeeb Ahmed",,,,,27,33,53,125
12month_rolling,Orthopaedic,Hand / Upper Extremity,"Trenholm, J Andrew I",,,,,58,159,163,260
2016_q1,,Prostate Cancer Surgery,,Zone 4,QE2,2016,1,15,103,34,101
12month_rolling,Otolaryngology (ENT),Tear Duct Surgery,"Massoud, Emad A",,,,,34,139,314,337
12month_rolling,,Hernia Repair - Laparoscopic Incisional,,Zone 4,QE2,2017,3,123,199,108,485
2017_q1,,Knee Replacement,,Zone 4,QE2,2017,1,80,381,322,1107
2016_q2,,Lung Cancer Surgery,,Total,Provincial,2016,2,28,55,37,87
2015_q2,,Hernia Repair - Umbilical,,Zone 4,QE2,2015,2,51,110,121,237
2017_q1,,Hernia Repair  (Adult),,Zone 1,Yarmouth Regional,2017,1,49,188,45,191
12month_rolling,,Pilonidal Cyst Surgery,,Zone 4,QE2,2017,3,84,149,52,189
12month_rolling,Oral Maxillofacial,All,"Cyr, Philip L",,,,,14,70,32,173
2015_q2,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Total,Provincial,2015,2,45,148,73,144
3month_rolling,,Gallbladder Surgery,,Zone 3,Northside General,2017,3,56,101,43,94
2015_q4,,Oculo Plastic Surgery,,Total,Provincial,2015,4,34,117,51,176
2017_q2,,Laryngology and Vocal Cord Surgery,,Zone 3,Cape Breton Regional,2017,2,65,107,20,47
3month_rolling,,Bowel Resection,,Zone 1,Valley Regional,2017,3,15,86,42,70
2016_q1,,Knee Scope with ACL Repair,,Total,Provincial,2016,1,62,236,91,321
12month_rolling,Orthopaedic,Knee Scope,"Amirault, John D",,,,,175,255,336,491
12month_rolling,Orthopaedic,Orthopaedic Trauma,"Gauthier, Luke Edward",,,,,7,96,5,44
2017_q2,,Hernia Repair - Inguinal/Femoral,,Zone 2,Cumberland Regional,2017,2,29,57,38,118
2016_q4,,Shoulder Arthroscopy,,Zone 3,Cape Breton Regional,2016,4,39,69,21,127
2017_q1,,Laryngology and Vocal Cord Surgery,,Zone 1,Valley Regional,2017,1,31,42,,
2016_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 4,QE2,2016,1,9,23,21,46
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Mitchell, Alex D",,,,,38,183,18,124
12month_rolling,General Surgery,Gallbladder Surgery,"Hassan, Abdalla",,,,,6,15,20,29
2016_q2,,Gastric Surgery - Laparoscopic,,Total,Provincial,2016,2,50,163,77,592
12month_rolling,General Surgery,Hernia Repair  (Adult),"Lapierre, Stephanie",,,,,37,95,20,125
2015_q4,,Cleft Lip/Palate  (Pediatric),,IWK,IWK,2015,4,,,61,152
2017_q1,,Bowel Resection,,Zone 1,South Shore Regional,2017,1,43,91,23,36
2016_q1,,Septoplasty,,Zone 1,South Shore Regional,2016,1,53,155,,
12month_rolling,General Surgery,Insertion Vascular Access Catheter,"MacDonald, Blair",,,,,6,11,5,19
12month_rolling,Plastic Surgery,Tendon / Ligament Repair,"Morris, Steven F",,,,,,,292,402
12month_rolling,Neurosurgery,All,"Barry, Sean",,,,,68,151,71,134
12month_rolling,Oral Maxillofacial,Maxillofacial Deformity Surgery,"Doucet, Jean-Charles",,,,,109,146,245,596
2016_q1,,Vitreoretinal Diseases,,Zone 4,QE2,2016,1,30,111,26,131
2016_q2,,Carpal Tunnel Surgery,,Zone 3,New Waterford,2016,2,27,106,37,150
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"MacDonald, Blair",,,,,15,50,16,27
2016_q2,,Hernia Repair  (Adult),,Zone 1,Valley Regional,2016,2,16,64,41,95
2016_q4,,Hernia Repair  (Adult),,Zone 1,South Shore Regional,2016,4,30,157,27,82
2016_q4,,Functional Endoscopic Sinus Surgery (FESS),,Zone 4,Dartmouth General,2016,4,56,146,58,91
2017_q1,,Hip Replacement,,Total,Provincial,2017,1,88,366,216,678
2016_q1,,Knee Replacement - Partial,,Total,Provincial,2016,1,116,609,133,512
2016_q4,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 4,QE2,2016,4,15,106,31,190
12month_rolling,Vascular Surgery,AV Fistula Creation/Closure,"Lee, Min S",,,,,22,70,37,78
12month_rolling,,Spinal Cord Stimulation Surgery,,Zone 4,QE2,2017,3,51,134,43,110
2016_q4,,Gallbladder Surgery,,Zone 4,Dartmouth General,2016,4,90,192,62,153
12month_rolling,Thoracic Surgery,Lung Surgery,"French, Daniel Gerard",,,,,13,23,43,79
2017_q2,,Knee Replacement,,Total,Provincial,2017,2,112,402,281,676
12month_rolling,Plastic Surgery,Aesthetic Surgery,"Hayden, David",,,,,52,370,66,157
2017_q2,,Male Reproductive System Surgery,,Zone 1,Valley Regional,2017,2,133,162,125,291
2015_q3,,Septoplasty,,Zone 1,Valley Regional,2015,3,36,343,78,188
12month_rolling,,Cardiovascular Surgery,,Zone 4,QE2,2017,3,36,146,13,66
2016_q2,,Cystoscopy,,IWK,IWK,2016,2,,,48,146
2015_q4,,Female Incontinence Surgery,,Total,Provincial,2015,4,108,237,89,292
3month_rolling,,Vascular Bypass Surgery,,Total,Provincial,2017,3,15,42,44,107
3month_rolling,,Ear Tubes  (Adult),,Zone 4,Dartmouth General,2017,3,,,49,114
3month_rolling,,Chest Scopes  (Adult),,Total,Provincial,2017,3,16,36,28,33
2015_q4,,Hip Replacement,,Zone 3,Cape Breton Regional,2015,4,110,143,110,224
12month_rolling,Vascular Surgery,Aneurysm Repair,"Casey, Patrick J",,,,,11,33,63,159
12month_rolling,Cardiac Surgery,Internal Defib Insertion / Loop Recorder,"Stewart, Keir Marshall",,,,,,,35,45
2016_q1,,Surgery for Hearing or Balance Problems of the Ear,,IWK,IWK,2016,1,43,90,37,94
2015_q3,,Knee Scope,,Zone 3,Cape Breton Regional,2015,3,71,110,,
12month_rolling,Orthopaedic,Knee Replacement,"Brien, Donald M",,,,,159,299,140,323
12month_rolling,,Insertion Vascular Access Catheter,,Zone 1,South Shore Regional,2017,3,5,18,8,17
2015_q3,,Gastric Surgery,,IWK,IWK,2015,3,,,62,111
12month_rolling,,Head and Neck Surgery,,IWK,IWK,2017,3,,,151,284
12month_rolling,,Gastrointestinal Tract Surgery,,Total,Provincial,2017,3,27,126,36,147
2017_q1,,Hernia Repair  (Adult),,Zone 3,Northside General,2017,1,39,238,23,72
12month_rolling,Vascular Surgery,Endarterectomy,"Smith, Matthew",,,,,21,42,15,36
3month_rolling,,Gallbladder Surgery,,Zone 2,Colchester East Hants Health Centre,2017,3,18,125,50,92
12month_rolling,,Thymectomy,,Zone 4,QE2,2017,3,44,68,65,76
12month_rolling,Neurosurgery,All,"Clarke, David B",,,,,20,169,41,157
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Ventral,"Clark, F Donald",,,,,35,59,59,79
2015_q2,,Dental Extractions and Restorations  (Adult),,Total,Provincial,2015,2,27,105,53,140
2015_q2,,Gastrointestinal Tract Surgery,,Zone 3,Cape Breton Regional,2015,2,20,92,19,225
