Period	Specialty	Procedure	Provider	Zone	Facility	Year	Quarter	Consult_Median	Consult_90th	Surgery_Median	Surgery_90th
2016_q4	Urology	Male Reproductive System Surgery		Zone 3	Cape Breton Regional	2016	4	153	264	46	148
2016_q4	Urology	Male Reproductive System Surgery		Zone 2	Colchester Regional	2016	4	12	45	40	100
2016_q4	Urology	Male Reproductive System Surgery		Zone 1	Valley Regional	2016	4			152	288
12month_rolling	Orthopaedic	Manipulation of Extremity	"Leighton, Ross K"							15	41
12month_rolling	Orthopaedic	Manipulation of Extremity	"Orrell, Kevin G"					64	101	42	82
12month_rolling	Orthopaedic	Manipulation of Extremity		Zone 4	QE2	2016	4			17	105
12month_rolling	Orthopaedic	Manipulation of Extremity		Zone 1	Valley Regional	2016	4			60	110
12month_rolling	Orthopaedic	Manipulation of Extremity		Total	Provincial	2016	4	57	132	34	118
12month_rolling	Orthopaedic	Manipulation of Extremity		Zone 3	New Waterford	2016	4	43	94	40	82
12month_rolling	Orthopaedic	Manipulation of Extremity		Zone 2	Aberdeen Hospital	2016	4			24	118
2014_q4	Orthopaedic	Manipulation of Extremity		Total	Provincial	2014	4	62	130	25	69
2015_q1	Orthopaedic	Manipulation of Extremity		Total	Provincial	2015	1	48	76	32	102
2015_q2	Orthopaedic	Manipulation of Extremity		Total	Provincial	2015	2	92	390	33	85
2015_q3	Orthopaedic	Manipulation of Extremity		Total	Provincial	2015	3	59	168	19	90
2015_q4	Orthopaedic	Manipulation of Extremity		Total	Provincial	2015	4			38	95
2016_q1	Orthopaedic	Manipulation of Extremity		Total	Provincial	2016	1	71	84	24	75
2016_q2	Orthopaedic	Manipulation of Extremity		Total	Provincial	2016	2	32	100	44	166
2016_q3	Orthopaedic	Manipulation of Extremity		Total	Provincial	2016	3	64	108	35	75
2016_q4	Orthopaedic	Manipulation of Extremity		Total	Provincial	2016	4	71	211	27	110
12month_rolling	Dental	Maxillofacial Deformity Surgery	"Bourque, Susan"					31	56	79	196
12month_rolling	Oral Maxillofacial	Maxillofacial Deformity Surgery	"Brady, James"					66	119	60	276
12month_rolling	Oral Maxillofacial	Maxillofacial Deformity Surgery	"Goodday, Reginald"					96	195	118	288
12month_rolling	Oral Maxillofacial	Maxillofacial Deformity Surgery	"Gregoire, Curtis"					94	159	104	324
12month_rolling	Oral Maxillofacial	Maxillofacial Deformity Surgery	"Bourget, Louis"					7	12	31	45
12month_rolling	Oral Maxillofacial	Maxillofacial Deformity Surgery	"Davis, Benjamin"					135	190	95	389
12month_rolling	Oral Maxillofacial	Maxillofacial Deformity Surgery	"Cyr, Philip L"					11	24	223	887
12month_rolling	Oral Maxillofacial	Maxillofacial Deformity Surgery	"Robertson, Chad G"					88	130	68	400
12month_rolling	Oral Maxillofacial	Maxillofacial Deformity Surgery	"Doucet, Jean-Charles"					114	211	198	526
2014_q4	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	Dartmouth General	2014	4	13	21	194	898
2014_q4	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	QE2	2014	4	89	151	105	519
2014_q4	Oral Maxillofacial	Maxillofacial Deformity Surgery		Total	Provincial	2014	4	80	151	99	519
2015_q1	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	Dartmouth General	2015	1	18	23	405	965
2015_q1	Oral Maxillofacial	Maxillofacial Deformity Surgery		Total	Provincial	2015	1	80	140	126	552
2015_q1	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	QE2	2015	1	87	140	117	481
2015_q2	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	Dartmouth General	2015	2	21	68	342	566
2015_q2	Oral Maxillofacial	Maxillofacial Deformity Surgery		Total	Provincial	2015	2	83	127	103	489
2015_q2	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	QE2	2015	2	87	129	80	394
2015_q3	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	QE2	2015	3	97	164	100	401
2015_q3	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	Dartmouth General	2015	3	15	21	512	720
2015_q3	Oral Maxillofacial	Maxillofacial Deformity Surgery		Total	Provincial	2015	3	85	155	104	548
2015_q4	Oral Maxillofacial	Maxillofacial Deformity Surgery		Total	Provincial	2015	4	91	170	60	461
2015_q4	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	QE2	2015	4	94	186	58	378
2015_q4	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	Dartmouth General	2015	4			251	481
2016_q1	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	QE2	2016	1	104	189	82	347
2016_q1	Oral Maxillofacial	Maxillofacial Deformity Surgery		Total	Provincial	2016	1	96	174	90	432
2016_q1	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	Dartmouth General	2016	1	15	24	518	821
2016_q2	Oral Maxillofacial	Maxillofacial Deformity Surgery		Total	Provincial	2016	2	82	180	69	349
2016_q2	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	Dartmouth General	2016	2	11	20	269	632
2016_q2	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	QE2	2016	2	90	197	71	230
2016_q3	Oral Maxillofacial	Maxillofacial Deformity Surgery		Total	Provincial	2016	3	75	148	148	556
2016_q3	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	QE2	2016	3	100	195	142	490
2016_q3	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	Dartmouth General	2016	3	11	18	206	1525
2016_q4	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	QE2	2016	4	86	177	146	455
2016_q4	Oral Maxillofacial	Maxillofacial Deformity Surgery		Total	Provincial	2016	4	75	156	140	504
2016_q4	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	Dartmouth General	2016	4	13	19	156	930
3month_rolling	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	QE2	2016	4	86	177	146	455
3month_rolling	Oral Maxillofacial	Maxillofacial Deformity Surgery		Total	Provincial	2016	4	75	156	140	504
3month_rolling	Oral Maxillofacial	Maxillofacial Deformity Surgery		Zone 4	Dartmouth General	2016	4	13	19	156	930
12month_rolling	General Surgery	Melanoma Excision	"Helyer, Lucy K"					42	65	22	30
12month_rolling	General Surgery	Melanoma Excision	"Giacomantonio, Carman Anthony"					17	41	36	64
12month_rolling	Plastic Surgery	Melanoma Excision	"LeBlanc, Martin"					9	14	13	27
12month_rolling	Plastic Surgery	Melanoma Excision	"Hayden, David"					9	40	42	61
12month_rolling	Plastic Surgery	Melanoma Excision	"Williams, Jason G"					13	20	9	16
12month_rolling	Plastic Surgery	Melanoma Excision	"Stein, John D"					3	15	6	16
12month_rolling	Plastic Surgery	Melanoma Excision	"Paletz, Justin L"					8	14	13	42
12month_rolling	Plastic Surgery	Melanoma Excision	"Davis, George R"					5	10	14	23
12month_rolling	Plastic Surgery	Melanoma Excision	"Brennan, Michael"					49	260	26	78
2014_q4	Plastic Surgery	Melanoma Excision		Zone 4	QE2	2014	4	9	16	16	43
2014_q4	Plastic Surgery	Melanoma Excision		Total	Provincial	2014	4	11	55	23	56
2015_q1	Plastic Surgery	Melanoma Excision		Total	Provincial	2015	1	5	13	20	98
2015_q1	Plastic Surgery	Melanoma Excision		Zone 4	QE2	2015	1	6	15	17	27
2015_q2	Plastic Surgery	Melanoma Excision		Zone 4	QE2	2015	2	7	18	14	34
2015_q2	Plastic Surgery	Melanoma Excision		Total	Provincial	2015	2	8	21	17	43
2015_q3	Plastic Surgery	Melanoma Excision		Total	Provincial	2015	3	8	29	16	36
2015_q3	Plastic Surgery	Melanoma Excision		Zone 4	QE2	2015	3	8	18	13	34
2015_q4	Plastic Surgery	Melanoma Excision		Zone 4	QE2	2015	4	11	16	13	28
2015_q4	Plastic Surgery	Melanoma Excision		Total	Provincial	2015	4	11	37	14	36
2016_q1	Plastic Surgery	Melanoma Excision		Zone 4	QE2	2016	1	8	22	17	36
2016_q1	Plastic Surgery	Melanoma Excision		Total	Provincial	2016	1	13	22	20	61
2016_q2	Plastic Surgery	Melanoma Excision		Zone 4	QE2	2016	2	11	32	8	34
2016_q2	Plastic Surgery	Melanoma Excision		Total	Provincial	2016	2	9	38	13	43
2016_q3	Plastic Surgery	Melanoma Excision		Total	Provincial	2016	3	13	40	23	47
2016_q3	Plastic Surgery	Melanoma Excision		Zone 4	QE2	2016	3	14	21	18	48
2016_q4	Plastic Surgery	Melanoma Excision		Total	Provincial	2016	4	11	14	13	63
2016_q4	Plastic Surgery	Melanoma Excision		Zone 4	QE2	2016	4	13	14	13	64
3month_rolling	Plastic Surgery	Melanoma Excision		Zone 1	South Shore Regional	2016	4	6	11		
3month_rolling	Plastic Surgery	Melanoma Excision		Total	Provincial	2016	4	11	14	13	63
3month_rolling	Plastic Surgery	Melanoma Excision		Zone 4	QE2	2016	4	13	14	13	64
12month_rolling	Orthopaedic	Meniscectomy	"Urquhart, Nathan Alexander"					78	215	177	360
12month_rolling	Orthopaedic	Meniscectomy		Zone 4	QE2	2016	4			244	822
12month_rolling	Orthopaedic	Meniscectomy		Zone 4	Dartmouth General	2016	4	67	215	165	366
12month_rolling	Orthopaedic	Meniscectomy		Total	Provincial	2016	4	61	238	133	366
12month_rolling	Neurosurgery	Nerve or Brain Stimulation	"McNeely, P Daniel"							28	35
12month_rolling	Neurosurgery	Nerve or Brain Stimulation	"Weise, Lutz"					19	30	22	46
12month_rolling	Neurosurgery	Nerve or Brain Stimulation		Total	Provincial	2016	4	19	105	24	50
12month_rolling	Neurosurgery	Nerve or Brain Stimulation		Zone 4	QE2	2016	4	19	105	24	50
12month_rolling	Neurosurgery	Nerve Surgery	"Malik, Hatim G"					6	48	12	112
12month_rolling	Orthopaedic	Nerve Surgery	"Johnston, David G"					81	81	116	134
12month_rolling	Orthopaedic	Nerve Surgery	"Dodd, Faith"					53	137	54	389
12month_rolling	Plastic Surgery	Nerve Surgery	"Atiyah, Abdulrazzak O"					7	21	37	243
12month_rolling	Plastic Surgery	Nerve Surgery	"Tang, David T"					43	113	21	33
2014_q4	Plastic Surgery	Nerve Surgery		Zone 4	QE2	2014	4	45	84	60	99
2014_q4	Plastic Surgery	Nerve Surgery		Total	Provincial	2014	4	36	253	45	99
2014_q4	Plastic Surgery	Nerve Surgery		Zone 3	Northside General	2014	4	30	192	19	84
2015_q1	Plastic Surgery	Nerve Surgery		Zone 4	QE2	2015	1	72	231	50	286
2015_q1	Plastic Surgery	Nerve Surgery		Zone 3	Northside General	2015	1	10	39	30	54
2015_q1	Plastic Surgery	Nerve Surgery		Total	Provincial	2015	1	31	108	39	224
2015_q2	Plastic Surgery	Nerve Surgery		Total	Provincial	2015	2	10	111	23	142
2015_q2	Plastic Surgery	Nerve Surgery		Zone 4	QE2	2015	2	49	138	51	159
2015_q2	Plastic Surgery	Nerve Surgery		Zone 3	Northside General	2015	2	7	10	10	19
2015_q3	Plastic Surgery	Nerve Surgery		Total	Provincial	2015	3	23	89	32	136
2015_q3	Plastic Surgery	Nerve Surgery		Zone 4	QE2	2015	3	43	89	35	86
2015_q3	Plastic Surgery	Nerve Surgery		Zone 3	Northside General	2015	3	9	26	20	36
2015_q4	Plastic Surgery	Nerve Surgery		Total	Provincial	2015	4	35	182	23	100
2015_q4	Plastic Surgery	Nerve Surgery		Zone 3	Northside General	2015	4	10	50	21	100
2015_q4	Plastic Surgery	Nerve Surgery		Zone 4	QE2	2015	4	43	206	22	59
2016_q1	Plastic Surgery	Nerve Surgery		Total	Provincial	2016	1	27	287	21	211
2016_q1	Plastic Surgery	Nerve Surgery		Zone 4	QE2	2016	1	45	287	23	45
2016_q1	Plastic Surgery	Nerve Surgery		Zone 3	Northside General	2016	1	6	396	13	211
2016_q2	Plastic Surgery	Nerve Surgery		Total	Provincial	2016	2	43	252	31	132
2016_q2	Plastic Surgery	Nerve Surgery		Zone 3	Northside General	2016	2	7	34		
2016_q2	Plastic Surgery	Nerve Surgery		Zone 4	QE2	2016	2	43	147	22	59
2016_q3	Plastic Surgery	Nerve Surgery		Zone 4	QE2	2016	3	112	176	29	127
2016_q3	Plastic Surgery	Nerve Surgery		Total	Provincial	2016	3	55	194	34	129
2016_q3	Plastic Surgery	Nerve Surgery		Zone 3	Northside General	2016	3	9	41	21	54
2016_q4	Plastic Surgery	Nerve Surgery		Zone 3	Northside General	2016	4	4	15	8	24
2016_q4	Plastic Surgery	Nerve Surgery		Total	Provincial	2016	4	18	59	21	184
2016_q4	Plastic Surgery	Nerve Surgery		Zone 4	QE2	2016	4	32	64	23	105
3month_rolling	Plastic Surgery	Nerve Surgery		Zone 3	Northside General	2016	4	4	15	8	24
3month_rolling	Plastic Surgery	Nerve Surgery		Zone 1	South Shore Regional	2016	4			93	119
3month_rolling	Plastic Surgery	Nerve Surgery		Total	Provincial	2016	4	18	59	21	184
3month_rolling	Plastic Surgery	Nerve Surgery		Zone 4	QE2	2016	4	32	64	23	105
12month_rolling	General Surgery	Nissen Fundoplication - Laparoscopic	"Ellsmere, James C"					133	204	36	236
12month_rolling	General Surgery	Nissen Fundoplication - Laparoscopic	"Hoogerboord, C Marius"					56	149	130	224
12month_rolling	General Surgery	Nissen Fundoplication - Laparoscopic	"Nader, Nabil"					27	52	43	83
12month_rolling	General Surgery	Nissen Fundoplication - Laparoscopic	"Wasserman, Lukas"					12	46	110	210
12month_rolling	Thoracic Surgery	Nissen Fundoplication - Laparoscopic	"Mujoomdar, Aneil Arvind"					32	44	113	208
12month_rolling	Thoracic Surgery	Nissen Fundoplication - Laparoscopic	"Plourde, Madelaine M"					84	125	400	852
12month_rolling	Thoracic Surgery	Nissen Fundoplication - Laparoscopic	"French, Daniel Gerard"					11	27	29	547
12month_rolling	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Zone 2	Cumberland Regional	2016	4	52	71	43	83
12month_rolling	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Zone 3	St. Marthas Regional	2016	4	11	46	117	310
12month_rolling	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Total	Provincial	2016	4	50	139	89	419
12month_rolling	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Zone 4	QE2	2016	4	55	140	101	445
2014_q4	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Total	Provincial	2014	4	47	139	77	490
2014_q4	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Zone 4	QE2	2014	4	80	139	77	490
2015_q1	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Zone 4	QE2	2015	1	56	182	39	414
2015_q1	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Total	Provincial	2015	1	54	182	88	414
2015_q2	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Zone 4	QE2	2015	2	72	403	192	552
2015_q2	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Total	Provincial	2015	2	51	245	181	483
2015_q3	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Total	Provincial	2015	3	71	114	95	471
2015_q3	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Zone 4	QE2	2015	3	87	140	185	569
2015_q4	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Zone 4	QE2	2015	4	28	92	170	334
2015_q4	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Total	Provincial	2015	4	36	92	131	334
2016_q1	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Total	Provincial	2016	1	49	98	86	210
2016_q1	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Zone 4	QE2	2016	1	41	124	93	190
2016_q2	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Total	Provincial	2016	2	58	163	83	592
2016_q2	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Zone 4	QE2	2016	2	63	170	119	651
2016_q3	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Total	Provincial	2016	3	61	91	133	509
2016_q3	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Zone 4	QE2	2016	3	63	91	133	547
2016_q4	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Total	Provincial	2016	4	40	196	79	258
2016_q4	Thoracic Surgery	Nissen Fundoplication - Laparoscopic		Zone 4	QE2	2016	4	54	196	106	287
12month_rolling	Thoracic Surgery	Nissen Fundoplication - Open		Total	Provincial	2016	4	31	66	75	90
12month_rolling	Thoracic Surgery	Nissen Fundoplication - Open		Zone 4	QE2	2016	4	45	66		
12month_rolling	Otolaryngology (ENT)	Nose Surgery - Reconstructive or Aesthetic		Zone 4	QE2	2016	4			38	73
12month_rolling	Otolaryngology (ENT)	Nose Surgery - Reconstructive or Aesthetic		Total	Provincial	2016	4			51	188
12month_rolling	Ophthalmology	Oculo Plastic Surgery	"Archibald, Curtis"					52	253	88	197
12month_rolling	Otolaryngology (ENT)	Oculo Plastic Surgery	"Brodarec, Ivan"					81	154	122	155
12month_rolling	Plastic Surgery	Oculo Plastic Surgery	"Atiyah, Abdulrazzak O"					22	55	20	93
12month_rolling	Plastic Surgery	Oculo Plastic Surgery		Zone 1	Yarmouth Regional	2016	4	81	154	122	155
12month_rolling	Plastic Surgery	Oculo Plastic Surgery		Zone 1	South Shore Regional	2016	4			153	263
12month_rolling	Plastic Surgery	Oculo Plastic Surgery		Zone 3	New Waterford	2016	4	20	55	18	93
12month_rolling	Plastic Surgery	Oculo Plastic Surgery		IWK	IWK	2016	4			58	249
12month_rolling	Plastic Surgery	Oculo Plastic Surgery		Zone 4	QE2	2016	4	49	384	92	166
12month_rolling	Plastic Surgery	Oculo Plastic Surgery		Total	Provincial	2016	4	56	253	94	193
2014_q4	Plastic Surgery	Oculo Plastic Surgery		Total	Provincial	2014	4	58	205	42	118
2015_q1	Plastic Surgery	Oculo Plastic Surgery		Total	Provincial	2015	1	50	218	22	52
2015_q2	Plastic Surgery	Oculo Plastic Surgery		Total	Provincial	2015	2	35	262	33	123
2015_q3	Plastic Surgery	Oculo Plastic Surgery		Total	Provincial	2015	3	109	280	42	150
2015_q4	Plastic Surgery	Oculo Plastic Surgery		Total	Provincial	2015	4	34	117	51	176
2016_q1	Plastic Surgery	Oculo Plastic Surgery		Total	Provincial	2016	1	85	295	77	154
2016_q2	Plastic Surgery	Oculo Plastic Surgery		Total	Provincial	2016	2	47	97	106	199
2016_q3	Plastic Surgery	Oculo Plastic Surgery		Total	Provincial	2016	3	24	84	118	158
2016_q4	Plastic Surgery	Oculo Plastic Surgery		Total	Provincial	2016	4			49	186
12month_rolling	Orthopaedic	Orthopaedic Trauma	"Coles, Chad P"					38	48	42	143
12month_rolling	Orthopaedic	Orthopaedic Trauma	"El-Hawary, Rany"					5	9	3	4
12month_rolling	Orthopaedic	Orthopaedic Trauma	"Biddulph, Michael Paul"					21	22	48	100
12month_rolling	Orthopaedic	Orthopaedic Trauma	"Orlik, Benjamin"					31	53	3	77
12month_rolling	Orthopaedic	Orthopaedic Trauma	"Johnston, David G"					28	84	83	310
12month_rolling	Orthopaedic	Orthopaedic Trauma	"Leighton, Ross K"							63	100
12month_rolling	Orthopaedic	Orthopaedic Trauma	"Gauthier, Luke Edward"					4	42	5	145
12month_rolling	Orthopaedic	Orthopaedic Trauma	"Logan, Karl John"					13	154	44	139
12month_rolling	Orthopaedic	Orthopaedic Trauma	"Hewins, Edward"					12	20	20	98
12month_rolling	Plastic Surgery	Orthopaedic Trauma	"Brennan, Michael"					2	4	1	6
12month_rolling	Orthopaedic	Orthopaedic Trauma		Zone 4	QE2	2016	4	21	92	48	234
12month_rolling	Orthopaedic	Orthopaedic Trauma		Total	Provincial	2016	4	14	92	27	169
12month_rolling	Orthopaedic	Orthopaedic Trauma		Zone 1	Valley Regional	2016	4	13	37	38	118
12month_rolling	Orthopaedic	Orthopaedic Trauma		Zone 1	South Shore Regional	2016	4	16	51	13	128
12month_rolling	Orthopaedic	Orthopaedic Trauma		Zone 3	St. Marthas Regional	2016	4			1	6
12month_rolling	Orthopaedic	Orthopaedic Trauma		IWK	IWK	2016	4	11	154	4	139
2014_q4	Orthopaedic	Orthopaedic Trauma		Zone 4	QE2	2014	4			68	392
2014_q4	Orthopaedic	Orthopaedic Trauma		IWK	IWK	2014	4			7	272
2014_q4	Orthopaedic	Orthopaedic Trauma		Total	Provincial	2014	4	25	188	56	301
2015_q1	Orthopaedic	Orthopaedic Trauma		IWK	IWK	2015	1			3	146
2015_q1	Orthopaedic	Orthopaedic Trauma		Zone 4	QE2	2015	1			105	303
2015_q1	Orthopaedic	Orthopaedic Trauma		Total	Provincial	2015	1	28	49	42	287
2015_q2	Orthopaedic	Orthopaedic Trauma		Zone 4	QE2	2015	2			56	101
2015_q2	Orthopaedic	Orthopaedic Trauma		IWK	IWK	2015	2			4	11
2015_q2	Orthopaedic	Orthopaedic Trauma		Total	Provincial	2015	2	33	195	5	69
2015_q3	Orthopaedic	Orthopaedic Trauma		Total	Provincial	2015	3	41	147	10	77
2015_q3	Orthopaedic	Orthopaedic Trauma		IWK	IWK	2015	3			10	76
2015_q3	Orthopaedic	Orthopaedic Trauma		Zone 4	QE2	2015	3			43	113
2015_q4	Orthopaedic	Orthopaedic Trauma		Total	Provincial	2015	4	19	132	31	195
2015_q4	Orthopaedic	Orthopaedic Trauma		Zone 4	QE2	2015	4			63	195
2015_q4	Orthopaedic	Orthopaedic Trauma		IWK	IWK	2015	4			4	63
2016_q1	Orthopaedic	Orthopaedic Trauma		Zone 4	QE2	2016	1			77	169
2016_q1	Orthopaedic	Orthopaedic Trauma		Total	Provincial	2016	1	19	92	37	104
2016_q1	Orthopaedic	Orthopaedic Trauma		IWK	IWK	2016	1			3	104
2016_q2	Orthopaedic	Orthopaedic Trauma		Zone 4	QE2	2016	2			60	169
2016_q2	Orthopaedic	Orthopaedic Trauma		IWK	IWK	2016	2			53	204
2016_q2	Orthopaedic	Orthopaedic Trauma		Total	Provincial	2016	2	21	53	41	211
2016_q3	Orthopaedic	Orthopaedic Trauma		Total	Provincial	2016	3	4	305	19	154
2016_q3	Orthopaedic	Orthopaedic Trauma		Zone 4	QE2	2016	3			55	315
2016_q3	Orthopaedic	Orthopaedic Trauma		IWK	IWK	2016	3			5	138
2016_q4	Orthopaedic	Orthopaedic Trauma		Zone 4	QE2	2016	4			44	170
2016_q4	Orthopaedic	Orthopaedic Trauma		Total	Provincial	2016	4	19	154	7	70
2016_q4	Orthopaedic	Orthopaedic Trauma		IWK	IWK	2016	4			3	55
12month_rolling	Orthopaedic	Osteotomy	"Glazebrook, Mark A"					128	383	150	170
12month_rolling	Orthopaedic	Osteotomy	"Logan, Karl John"					55	172	41	100
12month_rolling	Orthopaedic	Osteotomy	"Morash, Joel"					285	354	65	142
12month_rolling	Orthopaedic	Osteotomy		Total	Provincial	2016	4	97	354	107	292
12month_rolling	Orthopaedic	Osteotomy		IWK	IWK	2016	4	55	172	93	235
12month_rolling	Orthopaedic	Osteotomy		Zone 4	QE2	2016	4	145	383	133	420
2014_q4	Orthopaedic	Osteotomy		Total	Provincial	2014	4	38	211	160	444
2015_q1	Orthopaedic	Osteotomy		Total	Provincial	2015	1	95	140	103	174
2015_q2	Orthopaedic	Osteotomy		Total	Provincial	2015	2	148	1085	100	262
2015_q3	Orthopaedic	Osteotomy		Total	Provincial	2015	3	150	166	133	506
2015_q4	Orthopaedic	Osteotomy		Total	Provincial	2015	4	92	693	62	179
2016_q1	Orthopaedic	Osteotomy		Total	Provincial	2016	1			131	472
2016_q2	Orthopaedic	Osteotomy		Total	Provincial	2016	2	106	366	122	329
2016_q3	Orthopaedic	Osteotomy		Total	Provincial	2016	3	89	419	76	209
2016_q4	Orthopaedic	Osteotomy		Total	Provincial	2016	4	112	332	111	167
12month_rolling	Plastic Surgery	Otoplasty	"Frank, Simon"					30	70	53	62
12month_rolling	Plastic Surgery	Otoplasty	"Bezuhly, Michael"					39	86	189	355
12month_rolling	Plastic Surgery	Otoplasty		Total	Provincial	2016	4	39	85	124	284
12month_rolling	Plastic Surgery	Otoplasty		IWK	IWK	2016	4	39	86	160	284
12month_rolling	Cardiac Surgery	Pacemaker Insertion	"Herman, Christine"							21	36
12month_rolling	Cardiac Surgery	Pacemaker Insertion	"Ali, Idris M"							20	45
12month_rolling	Cardiac Surgery	Pacemaker Insertion	"Hirsch, Gregory M"							22	51
12month_rolling	Cardiac Surgery	Pacemaker Insertion	"Baskett, Roger J"							14	50
12month_rolling	Cardiac Surgery	Pacemaker Insertion	"Stewart, Keir Marshall"							14	44
12month_rolling	General Surgery	Pacemaker Insertion	"Cole, Basilon"					24	24	0	29
12month_rolling	General Surgery	Pacemaker Insertion	"Stoddart, Todd"					6	19	18	43
12month_rolling	General Surgery	Pacemaker Insertion	"Dunn, Rex S"					4	7	17	30
12month_rolling	Cardiac Surgery	Pacemaker Insertion		Total	Provincial	2016	4	7	24	17	42
12month_rolling	Cardiac Surgery	Pacemaker Insertion		Zone 3	Northside General	2016	4			17	30
12month_rolling	Cardiac Surgery	Pacemaker Insertion		Zone 4	QE2	2016	4			16	44
12month_rolling	Cardiac Surgery	Pacemaker Insertion		IWK	IWK	2016	4			32	38
12month_rolling	Cardiac Surgery	Pacemaker Insertion		Zone 2	Aberdeen Hospital	2016	4	24	30	0	29
12month_rolling	Cardiac Surgery	Pacemaker Insertion		Zone 1	South Shore Regional	2016	4	6	19	18	43
12month_rolling	Cardiac Surgery	Pacemaker Insertion		Zone 3	Cape Breton Regional	2016	4			15	38
2014_q4	Cardiac Surgery	Pacemaker Insertion		Total	Provincial	2014	4			18	42
2014_q4	Cardiac Surgery	Pacemaker Insertion		Zone 4	QE2	2014	4			28	49
2015_q1	Cardiac Surgery	Pacemaker Insertion		Total	Provincial	2015	1			20	57
2015_q1	Cardiac Surgery	Pacemaker Insertion		Zone 4	QE2	2015	1			22	56
2015_q2	Cardiac Surgery	Pacemaker Insertion		Zone 4	QE2	2015	2			14	63
2015_q2	Cardiac Surgery	Pacemaker Insertion		Total	Provincial	2015	2			16	48
2015_q3	Cardiac Surgery	Pacemaker Insertion		Zone 4	QE2	2015	3			15	35
2015_q3	Cardiac Surgery	Pacemaker Insertion		Total	Provincial	2015	3			14	35
2015_q4	Cardiac Surgery	Pacemaker Insertion		Total	Provincial	2015	4			14	31
2015_q4	Cardiac Surgery	Pacemaker Insertion		Zone 4	QE2	2015	4			11	25
2016_q1	Cardiac Surgery	Pacemaker Insertion		Zone 4	QE2	2016	1			10	33
2016_q1	Cardiac Surgery	Pacemaker Insertion		Total	Provincial	2016	1			14	36
2016_q2	Cardiac Surgery	Pacemaker Insertion		Zone 4	QE2	2016	2			12	50
2016_q2	Cardiac Surgery	Pacemaker Insertion		Total	Provincial	2016	2			17	43
2016_q3	Cardiac Surgery	Pacemaker Insertion		Zone 4	QE2	2016	3			18	31
2016_q3	Cardiac Surgery	Pacemaker Insertion		Total	Provincial	2016	3			15	30
2016_q4	Cardiac Surgery	Pacemaker Insertion		Total	Provincial	2016	4			24	45
2016_q4	Cardiac Surgery	Pacemaker Insertion		Zone 4	QE2	2016	4			24	45
12month_rolling	Plastic Surgery	Palmar Fascia Excision for Dupuytren's Disease	"Tang, David T"					63	148	22	35
12month_rolling	Plastic Surgery	Palmar Fascia Excision for Dupuytren's Disease	"Dickson, Lisa Marie"					33	155	130	292
12month_rolling	Plastic Surgery	Palmar Fascia Excision for Dupuytren's Disease	"Paletz, Justin L"					40	99	55	116
12month_rolling	Plastic Surgery	Palmar Fascia Excision for Dupuytren's Disease	"Davis, George R"					35	167	50	169
12month_rolling	Plastic Surgery	Palmar Fascia Excision for Dupuytren's Disease	"Brennan, Michael"					449	544	62	163
